Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
			Seguimiento a expedientes activos	24-UIAEM3-25		1.0						29.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True	True																			2.0	1.0	2.0	1.0								1.0	4.0		5.0																	1.0							1.0	1.0																														Favorable			febrero	ahuachapan
			Seguimiento a expedientes activos	14-UIAEM3-24		1.0						29.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True	True																																																		1.0																																				Mujer	2.0				febrero	ahuachapan
			Seguimiento a expedientes activos	27-UIAEM3-25		1.0						30.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato		1.0				Familiar	True	True		True																													1.0		1.0	2.0																	2.0							1.0																													Hombre	14.0				febrero	ahuachapan
			Nuevo	38-uiaem3-25	1.0				1.0			24.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True									No pecuniaria	1.0									1.0		1.0				$70.00																																																												Hombre	3.0		Favorable		febrero	ahuachapan
			Nuevo	41-uiaem3-25		1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato				1.0		Familiar		True																				1.0																																																																			Hombre	10.0	Favorable		True	febrero	ahuachapan
			Nuevo	46-uiaem3-25		1.0						47.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria		1.0				Familiar	True	True																				1.0														1.0																																																										febrero	ahuachapan
			Nuevo	49-uiaem3-25		1.0						21.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True																			1.0			1.0												1.0					1.0	Protección																																														Hombre	1.0		Favorable		febrero	ahuachapan
			Nuevo	55-uiaem3-25		1.0						39.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar	True	True	True	True				1.0	1.0	1.0	1.0	Protección	Pecuniaria																							1.0																																																					Mujer	17.0			True	febrero	ahuachapan
			Seguimiento a expedientes activos	28-uiaem3-25		1.0						31.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Ninguna	1.0					Familiar	True	True	True	True									No pecuniaria									1.0			1.0																										1.0						1.0			1.0	1.0																												Mujer	12.0		Favorable	True	febrero	ahuachapan
			Seguimiento a expedientes activos																																																																																																															Mujer	9.0				febrero	ahuachapan
			Seguimiento a expedientes activos																																																																																																															Hombre	5.0				febrero	ahuachapan
			Seguimiento a expedientes activos																																																																																																															Mujer	2.0				febrero	ahuachapan
			Seguimiento a expedientes activos	128-uiaem3-24		1.0						18.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria		1.0				Familiar		True											No pecuniaria									1.0			1.0																												1.0																																				Hombre	1.0		Favorable		febrero	ahuachapan
			Seguimiento a expedientes activos	04-uiaem3-25		1.0						22.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar	True	True	True		True																	1.0			1.0			$150.00																																																													Hombre	1.0		Favorable		febrero	ahuachapan
			Seguimiento a expedientes activos	92-uiaem3-25		1.0						42.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato		1.0				Familiar		True											Pecuniaria									1.0			1.0			$250.00																																																													Hombre	3.0		Favorable		febrero	ahuachapan
			Seguimiento a expedientes activos	13-uiaem3-25		1.0						76.0	Urbana	Auditiva	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True		True																			1.0	1.0	1.0											1.0																																																								Favorable		febrero	ahuachapan
			Seguimiento a expedientes activos	201-uiaem3-25	1.0	1.0						42.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria		1.0				Familiar							True															1.0			1.0											1.0																																																										febrero	ahuachapan
			Seguimiento a expedientes activos	25-UIAEM3-25		1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																		1.0								1.0																												Mujer	0.0				febrero	ahuachapan
			Seguimiento a expedientes activos	160-UIAEM3-24		1.0						52.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato		1.0				Familiar		True																																																			1.0							1.0																													Mujer	17.0				febrero	ahuachapan
			Seguimiento a expedientes activos	20-UIAEM3-25		1.0						36.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True																																																		1.0																																				Hombre	21.0				febrero	ahuachapan
			Seguimiento a expedientes activos	78-uiaem3-23	1.0	1.0						47.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Ninguna		1.0				Familiar		True			True																																																	1.0							1.0																												Hombre	9.0				febrero	ahuachapan
			Nuevo	36-UIAEM3-25		1.0						31.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True																				4.0		1.0	2.0								1.0	2.0		5.0	1.0			1.0		1.0	Protección	Pecuniaria				1.0													1.0																												Hombre	6.0		Favorable		febrero	ahuachapan
			Nuevo	37-UIAEM3-25		1.0						21.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True	True														1.0							1.0									1.0		1.0	2.0	1.0			1.0		1.0	Protección	Pecuniaria																	1.0																												Hombre	0.0				febrero	ahuachapan
			Nuevo	42-UIAEM3-25	1.0				1.0			41.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Ninguna	1.0					Familiar		True																				1.0		1.0	1.0								1.0		1.0	2.0																										1.0																																febrero	ahuachapan
			Nuevo	43-UIAEM3-25		1.0						37.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato				1.0		Familiar		True																																			1.0																									1.0																																febrero	ahuachapan
			Nuevo	45-UIAEM3-25		1.0						26.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar			True																																		1.0			1.0								1.0												1.0																																		febrero	ahuachapan
			Nuevo	47-UIAEM3-25		1.0						36.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Ninguna	1.0					Familiar		True																				1.0		1.0									1.0		1.0	2.0	1.0			1.0		1.0	Protección	Pecuniaria				1.0																																														febrero	ahuachapan
			Nuevo	49-UIAEM3-25		1.0						21.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True																																			1.0			1.0		1.0	Protección	Pecuniaria																																																		febrero	ahuachapan
			Nuevo	51-UIAEM3-25		1.0						31.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar	True	True																															1.0		1.0	2.0	1.0			1.0		1.0	Protección	Pecuniaria																																																		febrero	ahuachapan
			Nuevo	56-UIAEM3-25		1.0						41.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True		True																				1.0									1.0	1.0		2.0	1.0			1.0		1.0	Protección	Pecuniaria				1.0																																									Mujer	8.0				febrero	ahuachapan
			Seguimiento a expedientes activos	44-UIAEM3-24	1.0							25.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Técnica	1.0					Familiar		True	True																																																					1.0																																	Mujer	2.0				febrero	ahuachapan
			Seguimiento a expedientes activos	96-UIAEM3-24	1.0							49.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True																																																						1.0																																					True	febrero	ahuachapan
			Seguimiento a expedientes activos	147-UIAEM3-24		1.0						35.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar	True	True																																														1.0								1.0				1.0																													Mujer	4.0			True	febrero	ahuachapan
			Seguimiento a expedientes activos	153-UIAEM3-24		1.0						34.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar		True	True																																																					1.0																																	Mujer	1.0			True	febrero	ahuachapan
			Seguimiento a expedientes activos	16-UIAEM3-25		1.0						47.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True	True																																																						1.0																																Hombre	16.0				febrero	ahuachapan
			Seguimiento a expedientes activos	22-UIAEM-3-25		1.0						22.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True		True																																																					1.0																																					febrero	ahuachapan
			Seguimiento a expedientes activos	33-UIAEM3-25		1.0						36.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria				1.0		Familiar		True																																																											2.0																																True	febrero	ahuachapan
			Seguimiento a expedientes activos	219-UIAEM3-24		1.0						35.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar	True	True		True			True																																																		1.0				1.0																																True	febrero	ahuachapan
			Seguimiento a expedientes activos	2-UIAEM3-25		1.0						29.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar		True																																																																																											True	febrero	ahuachapan
			Seguimiento a expedientes activos	103-UIAEM3-24		1.0						45.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar	True	True																																																								1.0																																			True	febrero	ahuachapan
			Seguimiento a expedientes activos	89-UIAEM3-24		1.0						22.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar	True	True																																																								1.0																																			True	febrero	ahuachapan
			Nuevo	39-UIAEM-3-25		1.0						46.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True						1.0	1.0	1.0	1.0	Protección	Pecuniaria									1.0		1.0	1.0				$150.00				1.0	1.0		3.0																																																					Hombre	13.0		Favorable		febrero	ahuachapan
			Nuevo	40-UIAEM-3-25		1.0						38.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True		True				1.0		1.0	1.0	Protección	Pecuniaria	1.0								1.0		1.0	1.0				$100.00				1.0		1.0	3.0																																																					Hombre	16.0		Favorable		febrero	ahuachapan
			Nuevo																																																																																																															Mujer	3.0				febrero	ahuachapan
			Nuevo																																																																																																															Hombre	11.0				febrero	ahuachapan
			Nuevo																																																																																																															Hombre	8.0				febrero	ahuachapan
			Nuevo																																																																																																															Hombre	5.0				febrero	ahuachapan
			Nuevo																																																																																																															Hombre	9.0				febrero	ahuachapan
			Nuevo																																																																																																															Mujer	1.0				febrero	ahuachapan
			Nuevo	48-UIAEM-325		1.0						33.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria		1.0				Familiar		True		True	True			1.0	1.0									1.0						1.0												2.0																																																										febrero	ahuachapan
			Nuevo	50-UIAEM-3-25		1.0						38.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria		1.0				Laboral	True	True		True				1.0	1.0	1.0	1.0							2.0																		3.0																																																										febrero	ahuachapan
			Nuevo	53-UIAEM-3-25		1.0						31.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato				1.0		Comunitaria		True						1.0	1.0	1.0								1.0																		2.0																																																										febrero	ahuachapan
			Nuevo	54-UIAEM-3-25	1.0							42.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria		1.0				Familiar	True	True		True																																1.0																																																										febrero	ahuachapan
			Seguimiento a expedientes activos	34-UIAEM-3-25		1.0						52.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar	True	True		True		True																	1.0	1.0	1.0								1.0	1.0	1.0	2.0																																																								Favorable		febrero	ahuachapan
			Seguimiento a expedientes activos	15-UIAEM-3-25		1.0						75.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Primaria	1.0					Familiar		True	True	True														7.0				4.0	1.0	3.0	2.0								1.0	5.0		7.0																																																								Favorable		febrero	ahuachapan
