Fecha de Atención	DISTRITO	PROCEDENCIA	SERVICIOS BRINDADOS	Derivaciones	Casos antiguos	Casos nuevos	Naturaleza/tipologia	Sexo	Edad	Orientación sexual	Discapacidad	Etnia	Nacionalidad	Estado familiar	Nivel educativo	Sexo.1	Edad.1	Orientación sexual.1	Persona con discapacidad	Etnia.1	Nacionalidad.1	Estado familiar.1	Nivel educativo.1	Sexo.2	Edad.2	Orientación sexual.2	Discapacidad.1	PROGRAMACIÓN DE MEDIACIONES	Mediación instalada	Sesiones realizadas por casos mediados	Con acuerdo	Sin acuerdo	Mediaciones suspendidas	Finalización por desición técnica del mediador/a	Convocatoria realizada	Motivos de no realización de la mediación	Desistimiento del solicitante	Instalación de mediación	Seguimiento	Reapertura	Con acuerdo.1	Sin acuerdo.1	Supendidas por	Motivos de no realización de la mediación.1	MONTOS ACORDADOS	EXPEDIENTES FINALIZADOS	mes	pad
22/1/2025	SAN FRANCISCO MENENDEZ	S/P	Ingresos a Mediación			29-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	ahuachapan
22/1/2025	APANECA	S/P	Ingresos a Mediación			30-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	43.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	24.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	ahuachapan
23/1/2025	AHUACHAPAN	S/P	Ingresos a Mediación			31-UMYC-03-25	Convivencia-->Vecinal	Mujer	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	ahuachapan
27/1/2025	Ahuachapan	S/P	Ingresos a Mediación			32-UMYC-03-25	Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	ahuachapan
27/1/2025	Ahuachapan	S/P	Ingresos a Mediación			33-UMYC-03-25	Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
27/1/2025	SAN FRANCISCO MENENDEZ	S/P	Ingresos a Mediación			34-UMYC-03-25	Niñez y adolescencia-->Autorización de pasaporte	Mujer	51.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																enero	ahuachapan
27/1/2025	TACUBA	S/P	Ingresos a Mediación			35-UMYC-03-25	Patrimonial-->Servidumbre	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
27/1/2025	Ahuachapan	S/P	Ingresos a Mediación			36-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
28/1/2025	Ataco	S/P	Ingresos a Mediación			37-UMYC-03-25	Patrimonial-->Deuda	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025	Ahuachapan	S/P	Ingresos a Mediación			38-UMYC-03-25	Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025		S/P	Ingresos a Mediación			39-UMYC-03-25	Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025	Ahuachapan	S/P	Ingresos a Mediación			40-UMYC-03-25	Patrimonial-->Deuda	Hombre	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025	Ahuachapan	S/P	Ingresos a Mediación			41-UMYC-03-25	Patrimonial-->Deuda	Hombre	18.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
28/1/2025	TACUBA	S/P	Ingresos a Mediación			42-UMYC-03-25	Patrimonial-->Otros	Hombre	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025	Ahuachapan	S/P	Ingresos a Mediación			43-UMYC-03-25	Niñez y adolescencia-->Autorización de pasaporte	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
28/1/2025	Ahuachapan	S/P	Ingresos a Mediación			44-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	23.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
29/1/2025	ATIQUIZAYA	S/P	Ingresos a Mediación			45-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
29/1/2025	Ahuachapan	S/P	Ingresos a Mediación			46-UMYC-03-25	Patrimonial-->Deuda	Hombre	63.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
30/1/2025	Ahuachapan	S/P	Ingresos a Mediación			47-UMYC-03-25	Convivencia-->Vecinal	Hombre	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																enero	ahuachapan
30/1/2025	ATIQUIZAYA	S/P	Ingresos a Mediación			48-UMYC-03-25	Convivencia-->Otros	Hombre	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																enero	ahuachapan
31/1/2025	Ahuachapan	S/P	Ingresos a Mediación			49-UMYC-03-25	Convivencia-->Vecinal	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																																enero	ahuachapan
					28-UMYC-03-25		Niñez y adolescencia-->Autorización de pasaporte	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					22-UMYC-03-25		Patrimonial-->Deuda	Mujer	27.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					23-UMYC-03-25		Niñez y adolescencia-->Régimen de relación y trato	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	11	Heterosexual	Ninguna	2° Convocatoria	2° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					24-UMYC-03-25		Patrimonial-->Deuda	Mujer	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					2° Convocatoria	2° Convocatoria	UNA SESIÓN	DEFINITIVO														$2,660.00	ARCHIVO DEFINITIVO	febrero	ahuachapan
					31-UMYC-03-25		Convivencia-->Vecinal	Mujer	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO												2° Convocatoria	INASISTENCIA DEL SOLICITANTE										ARCHIVO DEFINITIVO	febrero	ahuachapan
					33-UMYC-03-25		Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					34-UMYC-03-25		Niñez y adolescencia-->Autorización de pasaporte	Mujer	51.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	ahuachapan
					35-UMYC-03-25		Patrimonial-->Servidumbre	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	ahuachapan
					36-UMYC-03-25		Niñez y adolescencia-->Régimen de relación y trato	Hombre	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					37-UMYC-03-25		Patrimonial-->Deuda	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					38-UMYC-03-25		Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	ahuachapan
					39-UMYC-03-25		Patrimonial-->Deuda	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$138.80	ARCHIVO DEFINITIVO	febrero	ahuachapan
					40-UMYC-03-25		Patrimonial-->Deuda	Hombre	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Mujer	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	ahuachapan
					41-UMYC-03-25		Patrimonial-->Deuda	Hombre	18.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				2° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	febrero	ahuachapan
					42-UMYC-03-25		Patrimonial-->Otros	Hombre	86.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E	Hombre	85.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E												1° Convocatoria	DECISIÓN TÉCNICA DEL MEDIADOR/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					43-UMYC-03-25		Niñez y adolescencia-->Autorización de pasaporte	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Mujer	13	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					44-UMYC-03-25		Niñez y adolescencia-->Régimen de relación y trato	Mujer	23.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	39.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Mujer	3	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					45-UMYC-03-25		Niñez y adolescencia-->Régimen de relación y trato	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	13.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	5	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					46-UMYC-03-25		Laboral-->Convivencia laboral	Hombre	63.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Hombre	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	ahuachapan
					47-UMYC-03-25		Convivencia-->Vecinal	Hombre	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	71.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
					48-UMYC-03-25		Convivencia-->Otros	Hombre	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA												1° Convocatoria	DECISIÓN TÉCNICA DEL MEDIADOR/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
					49-UMYC-03-25		Convivencia-->Vecinal	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	65.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					2° Convocatoria	2° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Cuidado personal	Hombre	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/4/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Linderos	Hombre	40.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/5/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Mujer	63.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																																febrero	ahuachapan
2/5/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/6/2025	GUAYMANGO	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Hombre	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/6/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Cuidado personal	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
2/6/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Incumplimiento de contrato o de venta	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
2/6/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
2/7/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Familiar-->Relación de pareja	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																febrero	ahuachapan
2/10/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Convivencia-->Vecinal	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/10/2025	Ciudad Barrios	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Mujer	50.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
2/12/2025	NAHUIZALCO	S/P	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	57.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
13/2/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Familiar-->Relación y comunicación del grupo familiar	Mujer	41.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
19/2/2025	Ataco	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	26.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO																																febrero	ahuachapan
19/2/2025	San Pedro Puxtla	S/P	Orientaciones/Asesorías				Convivencia-->Vecinal	Hombre	60.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
20/2/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Hombre	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO																																febrero	ahuachapan
21/2/2025	Atiquizaya	S/P	Orientaciones/Asesorías				Convivencia-->Vecinal	Mujer	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO																																febrero	ahuachapan
22/2/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																																febrero	ahuachapan
20/2/2025	Atiquizaya	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Hombre	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
25/2/2025	Atiquizaya	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
25/2/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Cuidado personal	Mujer	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																febrero	ahuachapan
27/2/2025	Ahuachapán	S/P	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	67.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																febrero	ahuachapan
2/3/2025	Atiquizaya	S/P	Ingresos a Mediación			50-UMYC-03-25	Patrimonial-->Otros	Mujer	75.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	SANTA ANA	S/P	Ingresos a Mediación			51-UMYC-03-25	Familiar-->Relación y comunicación del grupo familiar	Hombre	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	AHUACHAPAN	S/P	Ingresos a Mediación			52-UMYC-03-25	Convivencia-->Vecinal	Mujer	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	TACUBA	S/P	Ingresos a Mediación			53-UMYC-03-25	Patrimonial-->Deuda	Hombre	46.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	AHUACHAPAN	S/P	Ingresos a Mediación			54-UMYC-03-25	Patrimonial-->Deuda	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$400.00	ARCHIVO DEFINITIVO	febrero	ahuachapan
2/3/2025	AHUACHAPAN	S/P	Ingresos a Mediación			55-UMYC-03-25	Patrimonial-->Deuda	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	AHUACHAPAN	S/P	Ingresos a Mediación			56-UMYC-03-25	Convivencia-->Vecinal	Hombre	68.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	AHUACHAPAN	S/P	Ingresos a Mediación			57-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	22.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	Atiquizaya	S/P	Ingresos a Mediación			58-UMYC-03-25	Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	77.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	AHUACHAPAN	S/P	Ingresos a Mediación			59-UMYC-03-25	Patrimonial-->Deuda	Hombre	46.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Hombre	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$300.00	ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	TACUBA	S/P	Ingresos a Mediación			60-UMYC-03-25	Niñez y adolescencia-->Cuidado personal	Mujer	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																				1° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/6/2025	Ahuachapan	S/P	Ingresos a Mediación			61-UMYC-03-25	Convivencia-->Vecinal	Hombre	43.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	CONVOCADO/A NO DESEA PARTICIPAR										ARCHIVO DEFINITIVO	febrero	ahuachapan
2/7/2025	Ahuachapan	S/P	Ingresos a Mediación			62-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	19.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
2/10/2025	TACUBA	S/P	Ingresos a Mediación			63-UMYC-03-25	Niñez y adolescencia-->Régimen de relación y trato	Hombre	20.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	ahuachapan
